"protein_families"
"Cytochrome P450 family"
"CD300 family"
"Peptidase M8 family"
"SLC12A transporter family"
"RRM RBM47 family"
"IFT56 family"
"TMEM129 family"
"E2F/DP family"
"Ubiquitin-activating E1 family"
"Extended synaptotagmin family"
"Mediator complex subunit 19 family"
"POTE family"
"Shootin family"
"Sodium:solute symporter (SSF) (TC 2.A.21) family"
"Krueppel C2H2-type zinc-finger protein family"
"TMEM120 family"
"Clarin family"
"TRAFAC class dynamin-like GTPase superfamily, IRG family"
"FAM170 family"
"Anoctamin family"
"Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family"
"ODAM family"
"FAM168 family"
"Peroxidase family, XPO subfamily"
"TPP enzyme family"
"Ubiquitin-conjugating enzyme family"
"ELO family, ELOVL7 subfamily"
"SH3PXD2 family"
"CIBAR family"
"MacroD-type family, MacroD1/2-like subfamily"
"ZC3H12 family"
"CCDC78 family"
"Helicase family, SKI2 subfamily"
"Class-II aminoacyl-tRNA synthetase family"
"TMEM218 family"
"Aminoglycoside phosphotransferase family"
"TYW5 family"
"Immunoglobulin superfamily, MyBP family"
"TMEM131 family"
"Thrombospondin family"
"IspD/TarI cytidylyltransferase family, IspD subfamily"
"FAM221 family"
"GSAP family"
"TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family"
"WD repeat WDR91 family"
"Peptidase S1 family"
"Protein-tyrosine phosphatase family, Non-receptor class CDC14 subfamily"
"Metallo-beta-lactamase superfamily, Glyoxalase II family"
"DNA mismatch repair MutL/HexB family"
"EME1/MMS4 family"
"Xin family"
" Actin family"
"VPS37 family"
"Peptidase T1B family"
"PSD family"
"Fatty acid desaturase CarF family"
"Ligand-gated ion channel (TC 1.A.9) family, 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily, HTR3E sub-subfamily"
"CNOT1 family"
"MEGF family"
"CCDC88 family"
"NK-2 homeobox family"
"Folate receptor family"
"FAM83 family"
"Paralemmin family"
"HAD-like hydrolase superfamily, CbbY/CbbZ/Gph/YieH family"
"TMEM8 family"
"GOLGA6 family"
"TIKI family"
"TCAF family"
"Major facilitator superfamily"
"Complex I LYR family, SDHAF1 subfamily"
"KHDC1 family"
"Gamma-glutamyltransferase family"
"Tubulin family"
"Methyltransferase superfamily, Fibrillarin family"
"SMC family"
"GATS family"
"PDE6D/unc-119 family"
"Zyxin/ajuba family"
"Methyltransferase superfamily, RsmH family"
"PrpD family"
"LipB family"
"Pecanex family"
"Type VI collagen family"
"CD225/Dispanin family"
"Tubulin--tyrosine ligase family"
"Amino acid/polyamine transporter 2 family"
"Peptidase C19 family"
"ZSWIM8 family"
